,TEMP,UTIL,AVG_UTIL,FREQ,AVG_EP_REW,REW
0,49.599998474121094,21.229999542236328,2.122999906539917,700000,-67.40048657960155,-67.40048657960155
1,49.599998474121094,21.229999542236328,4.245999813079834,800000,-134.8009717678765,-67.40048518827496
2,49.599998474121094,21.229999542236328,6.36899995803833,800000,-187.61084706679858,-52.809875298922094
3,48.70000076293945,21.219999313354492,8.491000175476074,800000,-229.5626197635862,-41.95177269678764
4,48.20000076293945,21.219999313354492,10.61299991607666,1200000,-309.7351869803641,-80.17256721677794
5,49.099998474121094,21.219999313354492,12.734999656677246,1100000,-370.82852775413016,-61.09334077376607
6,48.70000076293945,21.219999313354492,14.857000350952148,800000,-394.79304263436256,-23.964514880232425
7,48.20000076293945,21.219999313354492,16.979000091552734,1200000,-459.2338498026521,-64.44080716828957
8,48.70000076293945,21.219999313354492,19.10099983215332,800000,-474.26041809204816,-15.026568289396064
9,48.20000076293945,21.219999313354492,21.222999572753906,800000,-479.2913278085894,-5.030909716541256
10,48.20000076293945,21.209999084472656,21.22100067138672,800000,-4.763751416590885,-4.763751416590885
11,47.20000076293945,21.209999084472656,21.2189998626709,800000,-5.039603817450963,-5.039603817450963
12,48.20000076293945,21.209999084472656,21.216999053955078,800000,-5.041775887140599,-5.041775887140599
13,48.20000076293945,21.209999084472656,21.215999603271484,800000,-4.906498957910322,-4.906498957910322
14,47.70000076293945,21.209999084472656,21.21500015258789,800000,-5.0461207657071405,-5.0461207657071405
15,48.20000076293945,21.209999084472656,21.214000701904297,800000,-5.048297721401408,-5.048297721401408
16,48.20000076293945,21.209999084472656,21.21299934387207,900000,-22.41207980855453,-22.41207980855453
17,47.70000076293945,21.209999084472656,21.211999893188477,800000,-29.827274642521715,-7.415194833967184
18,47.70000076293945,21.209999084472656,21.211000442504883,800000,-5.1957505655729594,-5.1957505655729594
19,48.70000076293945,21.209999084472656,21.209999084472656,700000,1.9103369274435877,1.9103369274435877
20,47.20000076293945,21.209999084472656,21.209999084472656,800000,-7.283316919373284,-7.283316919373284
21,47.20000076293945,21.209999084472656,21.209999084472656,800000,-4.783316919373284,-4.783316919373284
22,47.20000076293945,21.209999084472656,21.209999084472656,800000,-5.054821776046136,-5.054821776046136
23,48.20000076293945,21.209999084472656,21.209999084472656,800000,-4.917372530730467,-4.917372530730467
24,47.70000076293945,21.209999084472656,21.209999084472656,800000,-4.917372530730467,-4.917372530730467
25,47.70000076293945,21.209999084472656,21.209999084472656,800000,-4.919546326130763,-4.919546326130763
26,47.70000076293945,21.200000762939453,21.208999633789062,800000,-4.656918990049954,-4.656918990049954
27,46.70000076293945,21.200000762939453,21.20800018310547,800000,-4.659093278241736,-4.659093278241736
28,46.70000076293945,21.200000762939453,21.207000732421875,800000,-5.063522586132532,-5.063522586132532
29,48.20000076293945,21.200000762939453,21.20599937438965,800000,-5.206626157112874,-5.206626157112874
30,48.70000076293945,21.200000762939453,21.204999923706055,1400000,-75.61890564147846,-75.61890564147846
31,48.70000076293945,21.200000762939453,21.20400047302246,800000,-95.68895746268105,-20.07005182120258
32,48.20000076293945,21.200000762939453,21.202999114990234,800000,-100.90211359452141,-5.213156131840359
33,48.70000076293945,21.200000762939453,21.20199966430664,800000,-4.93695386450458,-4.93695386450458
34,47.70000076293945,21.200000762939453,21.201000213623047,1000000,-37.409314830672514,-37.409314830672514
35,48.20000076293945,21.200000762939453,21.200000762939453,800000,-47.48589395439521,-10.076579123722691
36,48.20000076293945,21.200000762939453,21.200000762939453,800000,-52.42502383280223,-4.939129878407022
37,47.70000076293945,21.200000762939453,21.200000762939453,800000,-4.805074267049839,-4.805074267049839
38,47.20000076293945,21.200000762939453,21.200000762939453,800000,-4.939129878407022,-4.939129878407022
39,47.70000076293945,21.200000762939453,21.200000762939453,1300000,-67.94150498156273,-67.94150498156273
40,47.70000076293945,21.200000762939453,21.200000762939453,1500000,-137.35341918496152,-69.41191420339881
41,47.70000076293945,21.200000762939453,21.200000762939453,800000,-159.79254906336854,-22.439129878407023
42,47.70000076293945,21.200000762939453,21.200000762939453,800000,-164.59980374412063,-4.807254680752102
43,47.20000076293945,21.190000534057617,21.198999404907227,800000,-5.080936044589119,-5.080936044589119
44,48.20000076293945,21.190000534057617,21.197999954223633,800000,-4.81160794147619,-4.81160794147619
45,47.20000076293945,21.190000534057617,21.19700050354004,800000,-4.8137890962474685,-4.8137890962474685
46,47.20000076293945,21.190000534057617,21.195999145507812,800000,-4.950021954426254,-4.950021954426254
47,47.70000076293945,21.190000534057617,21.19499969482422,800000,-4.818143836286431,-4.818143836286431
48,47.20000076293945,21.190000534057617,21.194000244140625,800000,-5.091826432572372,-5.091826432572372
49,48.20000076293945,21.190000534057617,21.19300079345703,800000,-5.094008575278632,-5.094008575278632
50,48.20000076293945,21.190000534057617,21.191999435424805,800000,-5.0961868081534725,-5.0961868081534725
51,48.20000076293945,21.190000534057617,21.19099998474121,800000,-4.69611466423151,-4.69611466423151
52,46.70000076293945,21.190000534057617,21.190000534057617,800000,-5.2392940769508645,-5.2392940769508645
53,48.70000076293945,21.190000534057617,21.190000534057617,800000,-5.098365287424041,-5.098365287424041
54,48.20000076293945,21.190000534057617,21.190000534057617,800000,-5.354600832691497,-5.354600832691497
55,49.099998474121094,21.190000534057617,21.190000534057617,800000,1.1903842436887908,1.1903842436887908
56,47.70000076293945,56.439998626708984,24.71500015258789,800000,4.216088387218858,3.025704143530067
57,48.20000076293945,39.349998474121094,26.5310001373291,800000,7.513297387421777,3.297209000202919
58,47.20000076293945,21.190000534057617,26.5310001373291,1400000,-65.81084371496337,-65.81084371496337
59,48.20000076293945,21.190000534057617,26.5310001373291,800000,-77.25537130619838,-11.444527591235016
60,46.20000076293945,21.190000534057617,26.5310001373291,800000,-73.95816230599547,3.297209000202919
61,47.20000076293945,21.190000534057617,26.5310001373291,800000,3.1631533888457364,3.1631533888457364
62,47.70000076293945,21.190000534057617,26.5310001373291,800000,3.025704143530067,3.025704143530067
63,48.20000076293945,21.190000534057617,26.5310001373291,800000,3.1631533888457364,3.1631533888457364
64,47.70000076293945,21.190000534057617,26.5310001373291,1200000,-43.9555616831831,-43.9555616831831
65,47.70000076293945,43.58000183105469,28.770000457763672,800000,-50.01940056025107,-6.063838877067976
66,48.20000076293945,47.0099983215332,27.82699966430664,800000,-46.92867230024414,3.0907282600069346
67,47.70000076293945,25.559999465942383,26.447999954223633,800000,3.582662048957605,3.582662048957605
68,48.20000076293945,29.219999313354492,27.250999450683594,800000,4.0838771816165655,4.0838771816165655
69,47.70000076293945,27.139999389648438,27.84600067138672,800000,4.34150086824325,4.34150086824325
70,48.70000076293945,36.59000015258789,29.38599967956543,800000,8.470919364503516,4.129418496260267
71,49.599998474121094,27.780000686645508,30.045000076293945,800000,4.3532300716123355,4.3532300716123355
72,48.70000076293945,26.6299991607666,30.589000701904297,800000,4.212510741509808,4.212510741509808
73,48.70000076293945,27.639999389648438,31.233999252319336,800000,4.1182829308261155,4.1182829308261155
74,48.20000076293945,27.459999084472656,31.861000061035156,800000,3.163933124718432,3.163933124718432
75,49.099998474121094,55.279998779296875,33.03099822998047,800000,7.100996745319475,3.9370636206010428
76,48.70000076293945,36.18000030517578,31.947999954223633,800000,10.88603023201097,3.7850334866914954
77,49.099998474121094,26.31999969482422,32.02399826049805,800000,4.31119553523292,4.31119553523292
78,47.70000076293945,26.31999969482422,31.733999252319336,800000,4.405026310822315,4.405026310822315
79,47.20000076293945,28.06999969482422,31.82699966430664,800000,3.653097596953293,3.653097596953293
80,48.70000076293945,43.06999969482422,32.474998474121094,800000,7.515507488326131,3.862409891372838
81,48.20000076293945,26.6200008392334,32.35900115966797,900000,-2.1160106104653043,-2.1160106104653043
82,48.70000076293945,27.389999389648438,32.435001373291016,800000,1.1403627706141517,1.1403627706141517
83,48.70000076293945,28.25,32.49599838256836,800000,2.983673922995105,2.983673922995105
84,49.599998474121094,33.25,33.07500076293945,800000,7.445175631269193,4.461501708274088
85,48.20000076293945,32.41999816894531,30.788999557495117,800000,11.968544559803423,4.523368928534229
86,48.20000076293945,25.75,29.746000289916992,800000,4.531825445903156,4.531825445903156
87,48.20000076293945,28.110000610351562,29.924999237060547,800000,4.530691008395923,4.530691008395923
88,48.20000076293945,25.940000534057617,29.886999130249023,800000,4.2836726402733,4.2836726402733
89,48.70000076293945,38.849998474121094,30.96500015258789,800000,8.766732759470552,4.483060119197251
90,48.20000076293945,27.31999969482422,29.389999389648438,800000,4.2260359560836696,4.2260359560836696
91,49.099998474121094,26.56999969482422,29.385000228881836,800000,4.625261999708976,4.625261999708976
92,47.70000076293945,27.75,29.42099952697754,800000,4.474725744226337,4.474725744226337
93,48.20000076293945,27.43000030517578,29.339000701904297,800000,4.273795940646813,4.273795940646813
94,49.099998474121094,41.709999084472656,30.184999465942383,800000,8.516282892029833,4.242486951383021
95,49.099998474121094,25.559999465942383,29.499000549316406,800000,4.373515045765819,4.373515045765819
96,48.70000076293945,27.139999389648438,29.63800048828125,800000,4.257822505280067,4.257822505280067
97,49.099998474121094,28.06999969482422,29.634000778198242,800000,4.392159755980606,4.392159755980606
98,48.70000076293945,30.0,30.040000915527344,1500000,-64.0682010081076,-68.4603607640882
99,49.099998474121094,33.91999816894531,29.547000885009766,800000,-77.23007503657362,-13.161874028466023
100,48.70000076293945,25.5,29.364999771118164,800000,-73.02147550311285,4.208599533460776
101,49.099998474121094,25.75,29.283000946044922,800000,4.348219470519245,4.348219470519245
102,48.70000076293945,29.219999313354492,29.43000030517578,1000000,-18.172003688671047,-18.172003688671047
103,49.099998474121094,35.34000015258789,30.22100067138672,800000,-18.835640332582475,-0.6636366439114276
104,48.20000076293945,27.139999389648438,28.763999938964844,800000,4.1224333709699215,4.1224333709699215
105,49.099998474121094,27.0,28.908000946044922,800000,4.272269857980197,4.272269857980197
106,48.70000076293945,28.469999313354492,29.041000366210938,800000,4.389512376253354,4.389512376253354
107,48.20000076293945,27.139999389648438,28.947999954223633,800000,4.392178516289368,4.392178516289368
108,48.70000076293945,40.75,30.023000717163086,700000,-17.269578338891534,-21.661756855180904
109,48.70000076293945,26.0,29.231000900268555,900000,-25.753672268225326,-8.484093929333792
110,48.20000076293945,26.049999237060547,29.285999298095703,900000,-3.476559145426714,-3.476559145426714
