cpu_freq,"[600, 700, 800, 900, 1000, 1100, 1200, 1300, 1400, 1500]"
cpu_temp,"[51.6, 52.5, 52.1, 52.5, 52.1, 53.5, 53.5, 52.5, 53.5, 54.0]"
cpu_volt,"[0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86, 0.86]"
cpu_utils,"[12.74, 12.74, 12.74, 12.74, 12.75, 12.75, 12.75, 12.76, 12.76, 12.76]"
exec_time,"['1.7694', '1.4666', '1.2492', '1.1222', '0.9993', '0.9437', '0.8792', '0.8530', '0.7490', '0.7332']"
