,TIME,TEMP,UTIL,AVG_UTIL,FREQ,MEM_FREE,LOAD,AVG_EP_REW,REW
0,1625034288.374901,0.6324999928474426,0.2702000141143799,0.02701999992132187,700000,0.6738150119781494,0.3425000011920929,-5.626518225952191,-5.626518225952191
1,1625034289.4957764,0.6324999928474426,0.9031000137329102,0.11732999980449677,1300000,0.681033194065094,0.3425000011920929,-17.54539316598433,-11.918874940032138
2,1625034290.6511474,0.6449999809265137,0.5717999935150146,0.17451000213623047,1100000,0.687829315662384,0.3425000011920929,-26.25708212846323,-8.711688962478904
3,1625034291.8543735,0.6512500047683716,0.7468000054359436,0.24919000267982483,1400000,0.6792294383049011,0.35499998927116394,-37.0626223260802,-10.805540197616967
4,1625034293.0040717,0.6625000238418579,0.7080000042915344,0.31999000906944275,1100000,0.6682366132736206,0.35499998927116394,-44.76803633172348,-7.70541400564328
5,1625034294.1268275,0.6512500047683716,0.5482000112533569,0.37481001019477844,1200000,0.6654003858566284,0.35499998927116394,-52.311594890827486,-7.543558559104008
6,1625034295.272013,0.6512500047683716,0.43689998984336853,0.41850000619888306,1000000,0.6614071130752563,0.35499998927116394,-57.96858110941849,-5.656986218591003
7,1625034296.3670168,0.6512500047683716,0.6054999828338623,0.47905001044273376,1500000,0.6613190770149231,0.3474999964237213,-67.77737159594291,-9.808790486524419
8,1625034297.5480838,0.6512500047683716,0.42750000953674316,0.5217999815940857,700000,0.6584372520446777,0.3474999964237213,-77.85150842305889,-10.074136827115973
9,1625034298.6585703,0.65625,0.3057999908924103,0.5523800253868103,1200000,0.6664631962776184,0.3474999964237213,-84.62350710813067,-6.771998685071782
10,1625034299.7565198,0.6449999809265137,0.3903999924659729,0.5644000172615051,1200000,0.6637089252471924,0.3474999964237213,-91.98755511228106,-7.364048004150391
11,1625034300.845414,0.6387500166893005,0.21819999814033508,0.49590998888015747,1400000,0.6625701785087585,0.3474999964237213,-101.40866887593079,-9.42111376364973
12,1625034301.9466102,0.6262500286102295,0.21809999644756317,0.4605399966239929,1200000,0.6639124155044556,0.3174999952316284,-108.85323802097395,-7.444569145043163
13,1625034303.1304135,0.6324999928474426,0.21809999644756317,0.4076699912548065,600000,0.6641006469726562,0.3174999952316284,-117.59816518713228,-8.744927166158332
14,1625034304.2933536,0.6324999928474426,0.21809999644756317,0.35868000984191895,700000,0.6672831177711487,0.3174999952316284,-124.93782181459281,-7.339656627460522
15,1625034305.4547796,0.6200000047683716,0.21799999475479126,0.32565999031066895,700000,0.6673893928527832,0.3174999952316284,-132.19627870785806,-7.258456893265247
16,1625034306.5866113,0.6137499809265137,0.21799999475479126,0.3037700057029724,900000,0.6675716042518616,0.29249998927116394,-136.54698035724522,-4.350701649387149
17,1625034307.6893814,0.6087499856948853,0.21789999306201935,0.2650099992752075,1200000,0.6672041416168213,0.29249998927116394,-145.98033740331906,-9.433357046073827
18,1625034308.7969413,0.6137499809265137,0.21789999306201935,0.24404999613761902,1100000,0.6667031049728394,0.29249998927116394,-154.31451477695106,-8.334177373631997
19,1625034309.981234,0.6200000047683716,0.21789999306201935,0.2352599948644638,600000,0.6663296222686768,0.29249998927116394,-161.92043808336646,-7.605923306415395
20,1625034311.078878,0.6200000047683716,0.21780000627040863,0.21799999475479126,1300000,0.6669065356254578,0.29249998927116394,-172.66238496742687,-10.741946884060413
21,1625034312.1706476,0.6087499856948853,0.21780000627040863,0.21796000003814697,1300000,0.6665300130844116,0.27000001072883606,-182.89745549775205,-10.235070530325174
22,1625034313.2985144,0.6087499856948853,0.21780000627040863,0.21793000400066376,900000,0.6662445664405823,0.27000001072883606,-187.3555065030995,-4.458051005347439
23,1625034314.4603431,0.6025000214576721,0.21770000457763672,0.21788999438285828,700000,0.6668276190757751,0.27000001072883606,-193.70125141160068,-6.345744908501176
24,1625034315.5628903,0.6087499856948853,0.21770000457763672,0.217849999666214,1200000,0.6666332483291626,0.27000001072883606,-203.25575732254356,-9.554505910942868
25,1625034316.6705873,0.6087499856948853,0.21770000457763672,0.21782000362873077,1100000,0.6668245792388916,0.2475000023841858,-211.51555843345116,-8.259801110907597
26,1625034317.7724874,0.6025000214576721,0.2176000028848648,0.2177799940109253,1200000,0.6663538813591003,0.2475000023841858,-220.8166917892318,-9.301133355780644
27,1625034318.9143226,0.6137499809265137,0.2176000028848648,0.21774999797344208,800000,0.6664450168609619,0.2475000023841858,-226.26979503909348,-5.453103249861666
28,1625034320.0172966,0.6025000214576721,0.2175000011920929,0.2177100032567978,1200000,0.666624128818512,0.2475000023841858,-235.7642305338282,-9.494435494734713
29,1625034321.1066968,0.6137499809265137,0.2175000011920929,0.2176699936389923,1400000,0.6664450168609619,0.2475000023841858,-247.10067768771384,-11.336447153885631
30,1625034322.1937497,0.6087499856948853,0.2175000011920929,0.2176399976015091,1400000,0.6661686301231384,0.22750000655651093,-258.3034958392773,-11.202818151563406
31,1625034323.280535,0.6025000214576721,0.21739999949932098,0.2176000028848648,1400000,0.666171669960022,0.22750000655651093,-269.5708105080221,-11.267314668744802
32,1625034324.3672109,0.6200000047683716,0.21739999949932098,0.21755999326705933,1400000,0.6663478016853333,0.22750000655651093,-280.7508663610015,-11.180055852979422
33,1625034325.4937027,0.5962499976158142,0.21739999949932098,0.2175299972295761,900000,0.6658740639686584,0.22750000655651093,-285.27421964730746,-4.52335328630598
34,1625034326.5793662,0.6025000214576721,0.21729999780654907,0.21749000251293182,1500000,0.6662658452987671,0.20999999344348907,-297.86150939987465,-12.587289752567186
